2017/09/14 12:06:07.726 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | LastProcessedRecordId = 0. Please specify correct Id in app.config | 
2017/09/14 12:16:11.463 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0014775-BOL.pdf | 
2017/09/14 12:16:11.478 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P15627.pdf | 
2017/09/14 12:16:11.478 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P16474.pdf | 
2017/09/14 12:16:11.478 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17220.pdf | 
2017/09/14 12:16:11.478 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17963.pdf | 
2017/09/14 12:16:11.498 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P18517R.pdf | 
2017/09/14 12:16:11.498 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19319.pdf | 
2017/09/14 12:16:11.498 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19862-BOL.pdf | 
2017/09/14 12:16:11.498 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1082POD.pdf | 
2017/09/14 12:16:11.516 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P21212.pdf | 
2017/09/14 12:16:11.516 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1119POD.pdf | 
2017/09/14 12:16:11.516 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22098R.pdf | 
2017/09/14 12:16:11.532 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22750R.pdf | 
2017/09/14 12:16:11.532 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P23525AA-BOL.pdf | 
2017/09/14 12:16:11.532 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P24680.pdf | 
2017/09/14 12:16:11.547 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25146.pdf | 
2017/09/14 12:16:11.547 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25584-BOL.pdf | 
2017/09/14 12:16:11.547 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P26899-BOL.pdf | 
2017/09/14 12:16:11.547 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P27422LUMPER.PDF | 
2017/09/14 12:16:11.563 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P28887.pdf | 
2017/09/14 12:16:11.563 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P29308-BOL.pdf | 
2017/09/14 12:16:11.563 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0030264.pdf | 
2017/09/14 12:16:11.563 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P30849-BOL.pdf | 
2017/09/14 12:16:11.579 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX LOGISTICS\PODS\C516 | 
2017/09/14 12:16:11.579 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32271.pdf | 
2017/09/14 12:16:11.579 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32847-BOL.pdf | 
2017/09/14 12:16:11.579 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P33588.pdf | 
2017/09/14 12:16:11.599 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P34239-BOL.pdf | 
2017/09/14 12:16:11.599 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P34893-BOL.pdf | 
2017/09/14 12:16:11.599 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Error | Error moving file C:\Users\omaykher\Desktop\Test\P0034894\P0034894_BOL_00010226-0000.txt to \\file-vm\csattachments\processed\P0034894\P0034894_BOL_00010226-0000.pdf | System.IO.IOException: The network path was not found.

   at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.Directory.InternalCreateDirectory(String fullPath, String path, Object dirSecurityObj, Boolean checkHost)
   at System.IO.Directory.InternalCreateDirectoryHelper(String path, Boolean checkHost)
   at Experior.TMS.FileLocationUpdateApp.Program.TryMoveFile(String sourcePath, String destinationPath, String destinationCopyPath) in d:\Projects\Experior.TMS.FileLocationUpdateApp\Experior.TMS.FileLocationUpdateApp\Program.cs:line 183    at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.Directory.InternalCreateDirectory(String fullPath, String path, Object dirSecurityObj, Boolean checkHost)
   at System.IO.Directory.InternalCreateDirectoryHelper(String path, Boolean checkHost)
   at Experior.TMS.FileLocationUpdateApp.Program.TryMoveFile(String sourcePath, String destinationPath, String destinationCopyPath) in d:\Projects\Experior.TMS.FileLocationUpdateApp\Experior.TMS.FileLocationUpdateApp\Program.cs:line 183
2017/09/14 12:21:04.546 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P1123.PDF | 
2017/09/14 12:21:06.830 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\file-vm\csattachments\processed\P0000724\P0000724_POD_00010103-0000.pdf | 
2017/09/14 12:21:06.830 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2203.PDF | 
2017/09/14 12:21:06.830 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0002561-BOL.PDF | 
2017/09/14 12:21:06.849 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0003182.PDF | 
2017/09/14 12:21:06.849 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2931POD.PDF | 
2017/09/14 12:21:06.849 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4258.PDF | 
2017/09/14 12:21:06.849 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4835.PDF | 
2017/09/14 12:21:06.864 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\4795.PDF | 
2017/09/14 12:21:06.864 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P5319POD.PDF | 
2017/09/14 12:21:06.864 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6109POD.PDF | 
2017/09/14 12:21:06.864 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6618POD.PDF | 
2017/09/14 12:21:06.880 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7193 (2).PDF | 
2017/09/14 12:21:06.880 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7137POD.PDF | 
2017/09/14 12:21:06.880 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7516POD.PDF | 
2017/09/14 12:21:06.880 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8501POD.PDF | 
2017/09/14 12:21:06.880 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8494POD.PDF | 
2017/09/14 12:21:06.896 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P10412.PDF | 
2017/09/14 12:21:06.896 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0010773AA-BOL.PDF | 
2017/09/14 12:21:06.896 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX SOLUTIONS\S370POD.PDF | 
2017/09/14 12:21:06.896 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P12757EMAIL.pdf | 
2017/09/14 12:21:06.896 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P13522.pdf | 
2017/09/14 12:21:06.911 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P14290.pdf | 
2017/09/14 12:21:06.911 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0014775-BOL.pdf | 
2017/09/14 12:21:06.911 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P15627.pdf | 
2017/09/14 12:21:06.911 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P16474.pdf | 
2017/09/14 12:21:06.928 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17220.pdf | 
2017/09/14 12:21:06.928 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17963.pdf | 
2017/09/14 12:21:06.928 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P18517R.pdf | 
2017/09/14 12:21:06.928 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19319.pdf | 
2017/09/14 12:21:06.928 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19862-BOL.pdf | 
2017/09/14 12:21:06.949 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1082POD.pdf | 
2017/09/14 12:21:06.949 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P21212.pdf | 
2017/09/14 12:21:06.949 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1119POD.pdf | 
2017/09/14 12:21:06.949 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22098R.pdf | 
2017/09/14 12:21:06.949 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22750R.pdf | 
2017/09/14 12:21:06.965 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P23525AA-BOL.pdf | 
2017/09/14 12:21:06.965 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P24680.pdf | 
2017/09/14 12:21:06.965 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25146.pdf | 
2017/09/14 12:21:06.965 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25584-BOL.pdf | 
2017/09/14 12:21:06.965 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P26899-BOL.pdf | 
2017/09/14 12:21:06.980 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P27422LUMPER.PDF | 
2017/09/14 12:21:06.980 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P28887.pdf | 
2017/09/14 12:21:06.980 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P29308-BOL.pdf | 
2017/09/14 12:21:06.980 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0030264.pdf | 
2017/09/14 12:21:06.980 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P30849-BOL.pdf | 
2017/09/14 12:21:06.996 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX LOGISTICS\PODS\C516 | 
2017/09/14 12:21:06.996 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32271.pdf | 
2017/09/14 12:21:06.996 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32847-BOL.pdf | 
2017/09/14 12:21:07.012 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P33588.pdf | 
2017/09/14 12:21:07.012 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P34239-BOL.pdf | 
2017/09/14 12:21:07.012 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P34893-BOL.pdf | 
2017/09/14 12:21:07.028 | 7 | Experior.TMS.FileLocationUpdateApp.Program | Error | Error moving file C:\Users\omaykher\Desktop\Test\P0034894\P0034894_BOL_00010226-0000.txt to \\file-vm\csattachments\processed\P0034894\P0034894_BOL_00010226-0000.pdf | System.IO.IOException: The network path was not found.

   at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.Directory.InternalCreateDirectory(String fullPath, String path, Object dirSecurityObj, Boolean checkHost)
   at System.IO.Directory.InternalCreateDirectoryHelper(String path, Boolean checkHost)
   at Experior.TMS.FileLocationUpdateApp.Program.TryMoveFile(String sourcePath, String destinationPath, String destinationCopyPath) in d:\Projects\Experior.TMS.FileLocationUpdateApp\Experior.TMS.FileLocationUpdateApp\Program.cs:line 183    at System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   at System.IO.Directory.InternalCreateDirectory(String fullPath, String path, Object dirSecurityObj, Boolean checkHost)
   at System.IO.Directory.InternalCreateDirectoryHelper(String path, Boolean checkHost)
   at Experior.TMS.FileLocationUpdateApp.Program.TryMoveFile(String sourcePath, String destinationPath, String destinationCopyPath) in d:\Projects\Experior.TMS.FileLocationUpdateApp\Experior.TMS.FileLocationUpdateApp\Program.cs:line 183
2017/09/14 12:24:05.479 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P1123.PDF | 
2017/09/14 12:24:12.660 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\file-vm\csattachments\processed\P0000724\P0000724_POD_00010103-0000.pdf | 
2017/09/14 12:24:29.847 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2203.PDF | 
2017/09/14 12:24:38.535 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0002561-BOL.PDF | 
2017/09/14 12:24:39.384 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0003182.PDF | 
2017/09/14 12:24:40.069 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2931POD.PDF | 
2017/09/14 12:24:40.740 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4258.PDF | 
2017/09/14 12:24:57.219 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4835.PDF | 
2017/09/14 12:24:57.852 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\4795.PDF | 
2017/09/14 12:24:58.398 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P5319POD.PDF | 
2017/09/14 12:25:06.001 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6109POD.PDF | 
2017/09/14 12:25:06.624 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6618POD.PDF | 
2017/09/14 12:25:07.805 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7193 (2).PDF | 
2017/09/14 12:25:08.792 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7137POD.PDF | 
2017/09/14 12:25:09.909 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7516POD.PDF | 
2017/09/14 12:25:10.911 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8501POD.PDF | 
2017/09/14 12:25:11.666 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8494POD.PDF | 
2017/09/14 12:25:12.299 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P10412.PDF | 
2017/09/14 12:25:12.984 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0010773AA-BOL.PDF | 
2017/09/14 12:25:13.670 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX SOLUTIONS\S370POD.PDF | 
2017/09/14 12:25:15.073 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P12757EMAIL.pdf | 
2017/09/14 12:25:15.991 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P13522.pdf | 
2017/09/14 12:25:16.545 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P14290.pdf | 
2017/09/14 12:25:17.144 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0014775-BOL.pdf | 
2017/09/14 12:25:17.363 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P15627.pdf | 
2017/09/14 12:25:17.510 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P16474.pdf | 
2017/09/14 12:25:17.710 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17220.pdf | 
2017/09/14 12:25:17.910 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17963.pdf | 
2017/09/14 12:25:18.095 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P18517R.pdf | 
2017/09/14 12:25:18.296 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19319.pdf | 
2017/09/14 12:25:18.465 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19862-BOL.pdf | 
2017/09/14 12:31:53.944 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P1123.PDF | 
2017/09/14 12:31:56.234 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\file-vm\csattachments\processed\P0000724\P0000724_POD_00010103-0000.pdf | 
2017/09/14 12:31:56.234 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2203.PDF | 
2017/09/14 12:31:56.249 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0002561-BOL.PDF | 
2017/09/14 12:31:56.249 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0003182.PDF | 
2017/09/14 12:31:56.249 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P2931POD.PDF | 
2017/09/14 12:31:56.265 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4258.PDF | 
2017/09/14 12:31:56.265 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P4835.PDF | 
2017/09/14 12:31:56.280 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\4795.PDF | 
2017/09/14 12:31:56.280 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P5319POD.PDF | 
2017/09/14 12:31:56.297 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6109POD.PDF | 
2017/09/14 12:31:56.297 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P6618POD.PDF | 
2017/09/14 12:31:56.297 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7193 (2).PDF | 
2017/09/14 12:31:56.297 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7137POD.PDF | 
2017/09/14 12:31:56.318 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P7516POD.PDF | 
2017/09/14 12:31:56.318 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8501POD.PDF | 
2017/09/14 12:31:56.334 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P8494POD.PDF | 
2017/09/14 12:31:56.334 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P10412.PDF | 
2017/09/14 12:31:56.349 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0010773AA-BOL.PDF | 
2017/09/14 12:31:56.349 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX SOLUTIONS\S370POD.PDF | 
2017/09/14 12:31:56.365 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P12757EMAIL.pdf | 
2017/09/14 12:31:56.365 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P13522.pdf | 
2017/09/14 12:31:56.381 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P14290.pdf | 
2017/09/14 12:31:56.381 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0014775-BOL.pdf | 
2017/09/14 12:31:56.401 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P15627.pdf | 
2017/09/14 12:31:56.401 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P16474.pdf | 
2017/09/14 12:31:56.401 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17220.pdf | 
2017/09/14 12:31:56.418 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P17963.pdf | 
2017/09/14 12:31:56.418 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P18517R.pdf | 
2017/09/14 12:31:56.434 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19319.pdf | 
2017/09/14 12:31:56.434 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P19862-BOL.pdf | 
2017/09/14 12:31:56.450 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1082POD.pdf | 
2017/09/14 12:31:56.465 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P21212.pdf | 
2017/09/14 12:31:56.481 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: \\FILE-VM\TempTM Confirmations\POLMAX SOLUTIONS\S1119POD.pdf | 
2017/09/14 12:31:56.481 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22098R.pdf | 
2017/09/14 12:31:56.503 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P22750R.pdf | 
2017/09/14 12:31:56.503 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P23525AA-BOL.pdf | 
2017/09/14 12:31:56.519 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P24680.pdf | 
2017/09/14 12:31:56.534 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25146.pdf | 
2017/09/14 12:31:56.534 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P25584-BOL.pdf | 
2017/09/14 12:31:56.550 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P26899-BOL.pdf | 
2017/09/14 12:31:56.566 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P27422LUMPER.PDF | 
2017/09/14 12:31:56.566 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P28887.pdf | 
2017/09/14 12:31:56.581 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P29308-BOL.pdf | 
2017/09/14 12:31:56.597 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P0030264.pdf | 
2017/09/14 12:31:56.597 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P30849-BOL.pdf | 
2017/09/14 12:31:56.597 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\POLMAX LOGISTICS\PODS\C516 | 
2017/09/14 12:31:56.619 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32271.pdf | 
2017/09/14 12:31:56.619 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P32847-BOL.pdf | 
2017/09/14 12:31:56.635 | 1 | Experior.TMS.FileLocationUpdateApp.Program | Warn | File not found: T:\P33588.pdf | 
